#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
2018 02 15 11 50 342  8.5 10.0  2.59  7.69  6.36 327 1022.1  11.0  13.0 999.0 99.0 99.00
2018 02 15 12 50 349  7.2  8.7  2.53 13.79  6.34 292 1022.0  11.0  12.9 999.0 99.0 99.00
2018 02 15 13 50 353  6.9  7.9  2.59  7.69  6.64 319 1022.2  11.0  12.9 999.0 99.0 99.00
2018 02 15 14 50 347  9.1 11.6  2.71  8.33  6.83 319 1022.9  11.0  12.9 999.0 99.0 99.00
2018 02 15 15 50 354  9.9 11.7  2.42  8.33  6.35 323 1023.4  11.1  12.8 999.0 99.0 99.00
2018 02 15 16 50 358  9.9 11.5  2.53  8.33  6.26 326 1024.0  11.3  12.8 999.0 99.0 99.00
2018 02 15 17 50 357  8.8 10.4  2.71  9.09  6.79 324 1024.5  11.7  12.9 999.0 99.0 99.00
2018 02 15 18 50 353  7.9  9.5  2.55  9.09  6.84 330 1024.7  11.9  12.9 999.0 99.0 99.00
2018 02 15 19 50 348  8.0  9.4  2.50  9.09  6.74 323 1024.4  12.4  12.9 999.0 99.0 99.00
2018 02 15 20 50 327  8.2 10.6  2.59  9.09  6.96 312 1024.0  12.6  13.0 999.0 99.0 99.00
2018 02 15 21 50 324  9.3 11.5  2.58  9.09  6.72 312 1023.2  12.6  13.0 999.0 99.0 99.00
2018 02 15 22 50 324  9.0 10.7  2.60 10.00  6.71 305 1022.8  12.7  13.0 999.0 99.0 99.00
2018 02 15 23 50 326  8.4 10.2  2.52 10.00  6.59 306 1022.7  13.2  13.0 999.0 99.0 99.00
2018 02 16 00 50 328  9.4 11.1  2.43 10.00  6.45 313 1022.9  13.0  13.0 999.0 99.0 99.00
2018 02 16 01 50 332 10.6 12.4  2.42  9.09  6.17 319 1023.1  12.4  13.0 999.0 99.0 99.00
2018 02 16 02 50 341  8.9 10.5  2.41  9.09  6.38 325 1023.7  12.0  12.9 999.0 99.0 99.00
2018 02 16 03 50 344  9.5 11.2  2.38  9.09  6.46 326 1024.1  11.9  12.9 999.0 99.0 99.00
2018 02 16 04 50 344  8.9 10.6  2.45  9.09  6.62 324 1024.6  11.8  12.9 999.0 99.0 99.00
2018 02 16 05 50 335  8.1  9.5  2.27  9.09  6.38 324 1025.3  11.8  12.9 999.0 99.0 99.00
2018 02 16 06 50 335  8.0 10.1  2.18 10.00  6.46 317 1025.3  11.8  12.9 999.0 99.0 99.00
2018 02 16 07 50 331  7.1  8.8  2.15 12.12  6.46 298 1025.3  11.9  12.9 999.0 99.0 99.00
2018 02 16 08 50 356  5.7  6.9  2.52  9.09  7.09 318 1025.4  11.7  12.9 999.0 99.0 99.00
2018 02 16 09 50 359  5.3  6.1  2.60  9.09  7.05 322 1025.1  11.4  12.9 999.0 99.0 99.00
2018 02 16 10 50 355  4.0  4.9  2.61 10.00  7.33 316 1024.5  11.2  13.0 999.0 99.0 99.00
2018 02 16 11 50 357  3.9  4.6  2.44  9.09  7.26 315 1023.6  11.1  13.0 999.0 99.0 99.00
2018 02 16 12 50   9  3.6  4.6  2.33  9.09  7.18 321 1023.7  11.0  13.0 999.0 99.0 99.00
2018 02 16 13 50  15  3.2  4.1  2.35 10.00  7.30 317 1023.7  11.0  13.0 999.0 99.0 99.00
2018 02 16 14 50   8  3.2  4.1  2.42 10.00  7.43 317 1024.1  10.9  12.9 999.0 99.0 99.00
2018 02 16 15 50   4  2.8  3.4  2.37 10.00  7.41 316 1024.6  11.2  12.9 999.0 99.0 99.00
2018 02 16 16 50   6  1.9  2.6  2.01 12.12  6.98 291 1024.9  11.5  12.9 999.0 99.0 99.00
2018 02 16 17 50  80  1.6  2.4  2.17  9.09  7.28 312 1025.0  11.7  12.9 999.0 99.0 99.00
2018 02 16 18 50  92  1.1  2.2  2.10 10.00  7.26 313 1024.7  11.6  13.0 999.0 99.0 99.00
2018 02 16 19 50 321  3.7  4.7  2.14 10.00  7.36 312 1024.0  11.9  13.2 999.0 99.0 99.00
2018 02 16 20 50 332  5.8  7.1  2.17 11.43  7.36 308 1023.0  11.9  13.1 999.0 99.0 99.00
2018 02 16 21 50 333  6.4  8.0  2.39 10.00  7.47 315 1021.9  12.1  13.1 999.0 99.0 99.00
2018 02 16 22 50 315  7.8  9.3  2.54 10.00  6.92 310 1021.2  12.3  13.1 999.0 99.0 99.00
2018 02 16 23 50 313  9.7 11.5  2.64 11.43  6.62 307 1020.5  12.4  13.1 999.0 99.0 99.00
2018 02 17 00 50 320  9.8 11.8  2.58 10.81  6.39 318 1020.2  12.2  12.9 999.0 99.0 99.00
2018 02 17 01 50 322  9.5 11.2  2.53 10.81  6.57 317 1020.1  12.2  13.0 999.0 99.0 99.00
2018 02 17 02 50 333 11.0 12.7  2.49  9.09  6.11 324 1020.3  12.0  12.9 999.0 99.0 99.00
2018 02 17 03 50 337  9.5 11.8  2.59 10.00  6.34 325 1020.6  12.1  12.9 999.0 99.0 99.00
2018 02 17 04 50 342  8.8 10.3  2.62 10.81  6.70 323 1021.2  12.2  13.0 999.0 99.0 99.00
2018 02 17 05 50 357  6.2  7.8  2.58  9.09  6.89 329 1021.8  12.0  13.0 999.0 99.0 99.00
2018 02 17 06 50 355  7.2  8.1  2.64 10.00  6.83 322 1021.8  11.8  13.0 999.0 99.0 99.00
2018 02 17 07 50 354  6.5  7.8  2.63  9.09  7.04 323 1021.7  11.8  13.0 999.0 99.0 99.00
2018 02 17 08 50 358  5.6  6.7  2.82  9.09  7.35 324 1021.7  11.8  13.0 999.0 99.0 99.00
2018 02 17 09 50 346  6.2  7.5  2.96 10.81  7.50 307 1021.8  11.8  13.0 999.0 99.0 99.00
2018 02 17 10 50 350  5.1  6.3  2.88 10.00  7.40 310 1021.5  11.8  13.0 999.0 99.0 99.00
2018 02 17 11 50 339  4.6  6.0  2.68 10.00  7.40 314 1020.9  11.7  12.9 999.0 99.0 99.00
2018 02 17 12 50   3  3.8  4.6  2.68 10.00  7.36 313 1020.8  11.6  12.8 999.0 99.0 99.00
2018 02 17 13 50 355  2.6  3.5  2.39 10.00  7.12 320 1020.6  11.5  12.8 999.0 99.0 99.00
2018 02 17 14 50 352  2.6  3.4  2.18 10.81  6.97 311 1020.8  11.4  12.7 999.0 99.0 99.00
2018 02 17 15 50 326  2.8  4.0  2.24 10.00  7.07 307 1021.0  11.6  12.6 999.0 99.0 99.00
2018 02 17 16 50 347  1.7  2.4  2.38  9.09  7.29 310 1021.1  11.9  12.6 999.0 99.0 99.00
2018 02 17 17 50 333  3.1  4.1  2.18  8.33  6.99 319 1021.4  12.0  12.7 999.0 99.0 99.00
2018 02 17 18 50 355  3.2  4.2  2.45  9.09  7.57 319 1021.3  12.0  12.7 999.0 99.0 99.00
2018 02 17 19 50 116  0.2  0.8  2.39  9.09  7.41 324 1020.6  12.7  12.9 999.0 99.0 99.00
2018 02 17 20 50 291  4.3  5.1  2.25 10.00  7.34 304 1020.1  12.3  13.1 999.0 99.0 99.00
2018 02 17 21 50 319  3.8  4.8  2.36 16.00  7.52 303 1019.2  12.5  13.1 999.0 99.0 99.00
2018 02 17 22 50 313  6.6  7.8  2.43  9.09  7.58 307 1018.7  12.6  13.1 999.0 99.0 99.00
2018 02 17 23 50 320  7.2  9.4  2.21  9.09  6.93 313 1018.5  12.9  13.0 999.0 99.0 99.00
2018 02 18 00 50 329 10.5 12.3  2.37 14.81  6.52 308 1017.7  12.5  13.0 999.0 99.0 99.00
2018 02 18 01 50 328  9.5 11.4  2.34 14.81  6.16 315 1017.7  12.2  13.1 999.0 99.0 99.00
2018 02 18 02 50 325  9.7 11.5  2.33 14.81  6.22 313 1017.7  12.1  13.0 999.0 99.0 99.00
2018 02 18 03 50 328 10.2 11.6  2.19 14.81  6.10 330 1017.7  12.1  13.0 999.0 99.0 99.00
2018 02 18 04 50 333  9.2 10.7  2.09 14.81  6.16 314 1017.6  12.1  13.0 999.0 99.0 99.00
2018 02 18 05 50 331  8.0  9.7  2.06 14.81  6.17 308 1017.7  12.1  12.9 999.0 99.0 99.00
2018 02 18 06 50 324  9.0 10.5  2.03 16.00  5.92 317 1017.5  12.0  12.9 999.0 99.0 99.00
2018 02 18 07 50 327  9.9 12.5  2.09 13.79  6.26 316 1017.3  11.3  12.9 999.0 99.0 99.00
2018 02 18 08 50 335  9.9 12.2  2.25 13.79  5.96 319 1017.0  10.9  12.9 999.0 99.0 99.00
2018 02 18 09 50 332  9.5 11.0  2.48 13.79  6.34 302 1016.9  10.8  12.8 999.0 99.0 99.00
2018 02 18 10 50 332  9.6 11.8  2.67  7.14  6.34 314 1016.6  11.1  12.6 999.0 99.0 99.00
2018 02 18 11 50 332  9.5 11.0  2.58  7.69  6.39 310 1016.5  11.0  12.5 999.0 99.0 99.00
2018 02 18 12 50 333  9.1 12.1  2.51  7.69  6.31 310 1016.6  10.9  12.4 999.0 99.0 99.00
2018 02 18 13 50 331  5.7  6.8  2.36 13.79  6.36 301 1017.0  10.6  12.3 999.0 99.0 99.00
2018 02 18 14 50 329  7.0  9.2  2.27  7.69  6.47 311 1016.8  10.7  12.3 999.0 99.0 99.00
2018 02 18 15 50 327  7.2  8.6  2.53 14.81  6.68 304 1016.9  11.0  12.3 999.0 99.0 99.00
2018 02 18 16 50 326  7.0  8.2  2.20 14.81  6.42 296 1017.0  11.4  12.3 999.0 99.0 99.00
2018 02 18 17 50 343  9.3 10.9  2.11 14.81  5.99 302 1017.3  11.4  12.3 999.0 99.0 99.00
2018 02 18 18 50 329  9.6 12.1  2.17 13.79  5.92 316 1017.6  11.3  12.5 999.0 99.0 99.00
2018 02 18 19 50 335  9.7 11.4  2.34 13.79  6.00 314 1017.3  11.4  12.6 999.0 99.0 99.00
2018 02 18 20 50 334 10.6 12.3  2.35 13.79  6.04 312 1016.8  11.2  12.6 999.0 99.0 99.00
2018 02 18 21 50 318 10.0 13.0  2.53 13.79  6.24 309 1016.2  11.4  12.5 999.0 99.0 99.00
2018 02 18 22 50 321  9.7 11.8  2.68 13.79  6.36 309 1015.8  11.5  12.5 999.0 99.0 99.00
2018 02 18 23 50 315 12.7 15.6  2.85  7.14  6.29 306 1015.4  10.0  12.4 999.0 99.0 99.00
2018 02 19 00 50 332 10.5 13.4  2.63 12.90  6.13 311 1015.2  10.9  12.4 999.0 99.0 99.00
2018 02 19 01 50 318 12.9 15.9  3.02  8.33  6.38 312 1015.1  10.2  12.4 999.0 99.0 99.00
2018 02 19 02 50 325 14.1 17.0  3.40  8.33  6.61 312 1015.2   9.8  12.3 999.0 99.0 99.00
2018 02 19 03 50 313 12.4 15.2  3.26  8.33  6.33 315 1015.2  10.1  12.3 999.0 99.0 99.00
2018 02 19 04 50 319 12.6 15.2  3.41  7.69  6.52 314 1015.4   9.7  12.3 999.0 99.0 99.00
2018 02 19 05 50 323 12.0 15.3  3.88  9.09  6.98 311 1015.6  10.0  12.4 999.0 99.0 99.00
2018 02 19 06 50 325 10.2 12.4  3.78  8.33  7.02 324 1015.7   9.3  12.3 999.0 99.0 99.00
2018 02 19 07 50 324 12.0 15.0  3.72 10.81  7.15 319 1015.6   9.2  12.4 999.0 99.0 99.00
2018 02 19 08 50 326 11.9 14.4  3.80 10.00  7.40 320 1015.5   9.4  12.3 999.0 99.0 99.00
2018 02 19 09 50 334 11.1 14.3  3.70 10.81  7.31 312 1015.8   7.7  12.3 999.0 99.0 99.00
2018 02 19 10 50 339 10.4 13.4  3.92 12.12  7.43 315 1015.3   9.1  12.3 999.0 99.0 99.00
2018 02 19 11 50 331  9.4 12.7  3.74 11.43  7.44 315 1015.2   8.6  12.2 999.0 99.0 99.00
2018 02 19 12 50 325  9.9 12.1  4.47 10.81  7.94 310 1015.0   8.8  12.2 999.0 99.0 99.00
2018 02 19 13 50 331 14.5 18.9  4.35 10.81  7.91 299 1015.4   5.7  12.1 999.0 99.0 99.00
2018 02 19 14 50 343  8.6 11.3  4.30 12.90  7.88 318 1015.6   6.4  12.1 999.0 99.0 99.00
2018 02 19 15 50 317 12.0 15.4  4.03 12.90  7.55 313 1015.5   8.5  12.1 999.0 99.0 99.00
2018 02 19 16 50 325 13.3 16.2  4.08 13.79  7.44 313 1016.2   8.6  12.0 999.0 99.0 99.00
2018 02 19 17 50 337 12.4 15.2  4.30 13.79  7.66 313 1016.8   8.5  12.0 999.0 99.0 99.00
2018 02 19 18 50 331 11.3 13.7  4.36 13.79  7.66 319 1017.4   8.8  12.1 999.0 99.0 99.00
2018 02 19 19 50 333 12.4 15.1  4.28  9.09  7.57 312 1017.2   8.9  12.1 999.0 99.0 99.00
2018 02 19 20 50 326 12.7 15.4  4.44 14.81  7.94 318 1016.8   9.0  12.2 999.0 99.0 99.00
2018 02 19 21 50 323 12.0 14.5  4.24 11.43  7.37 314 1016.9   9.3  12.2 999.0 99.0 99.00
2018 02 19 22 50 327 12.4 14.5  4.05 13.79  7.58 314 1016.9   9.4  12.2 999.0 99.0 99.00
2018 02 19 23 50 334 11.4 14.0  4.19 13.79  7.63 317 1017.2   9.7  12.2 999.0 99.0 99.00
2018 02 20 00 50 327 12.9 15.2  4.55 14.81  7.94 312 1017.3   9.8  12.2 999.0 99.0 99.00
2018 02 20 01 50 328 13.3 16.0  4.39 12.12  7.68 313 1017.4   9.7  12.2 999.0 99.0 99.00
2018 02 20 02 50 333 13.1 15.3  4.40 13.79  7.59 319 1018.1   9.4  12.2 999.0 99.0 99.00
2018 02 20 03 50 324 13.1 15.8  4.45 12.12  7.59 318 1018.3   9.4  12.1 999.0 99.0 99.00
2018 02 20 04 50 334 12.7 15.5  4.16 10.00  7.42 314 1019.2   9.3  12.1 999.0 99.0 99.00
2018 02 20 05 50 332 12.5 15.1  4.40 11.43  7.43 322 1019.8   9.3  12.1 999.0 99.0 99.00
2018 02 20 06 50 343 10.5 12.5  4.21 10.81  7.28 316 1020.0   9.3  12.1 999.0 99.0 99.00
2018 02 20 07 50 348  9.0 11.1  3.91 12.12  7.42 323 1020.2   9.2  12.1 999.0 99.0 99.00
2018 02 20 08 50 339  8.0 10.2  3.92 12.90  7.81 323 1020.7   9.2  12.1 999.0 99.0 99.00
2018 02 20 09 50 334  8.6 10.6  3.92 10.81  8.13 315 1021.2   9.3  12.1 999.0 99.0 99.00
2018 02 20 10 50 338  8.7 10.7  3.47 11.43  7.68 317 1021.6   9.2  12.1 999.0 99.0 99.00
2018 02 20 11 50 349  7.3  8.7  3.63 10.00  7.95 320 1021.6   8.9  12.1 999.0 99.0 99.00
2018 02 20 12 50 342  7.0  9.2  3.19 10.81  7.51 312 1022.0   8.8  12.1 999.0 99.0 99.00
2018 02 20 13 50 335  6.1  7.7  3.16 11.43  7.72 314 1022.6   8.8  12.0 999.0 99.0 99.00
2018 02 20 14 50 333  5.5  7.5  2.92 12.90  7.61 313 1023.0   9.0  12.0 999.0 99.0 99.00
2018 02 20 15 50 337  5.2  6.6  3.07 10.81  7.56 308 1023.7   8.9  12.0 999.0 99.0 99.00
2018 02 20 16 50 317  5.5  7.0  3.11 10.81  7.58 312 1024.2   8.8  12.0 999.0 99.0 99.00
2018 02 20 17 50 326  5.2  6.7  2.74 10.00  7.04 311 1024.2   8.7  12.0 999.0 99.0 99.00
2018 02 20 18 50 316  5.6  7.2  2.54  9.09  6.78 312 1024.3   8.6  12.0 999.0 99.0 99.00
2018 02 20 19 50 312  5.6  7.8  2.32 10.81  6.77 308 1024.1   8.6  12.0 999.0 99.0 99.00
2018 02 20 20 50 312  5.2  7.1  2.44  9.09  6.86 307 1023.4   8.6  12.1 999.0 99.0 99.00
2018 02 20 21 50 308  7.5  9.7  2.39 12.12  7.01 310 1023.0   8.9  12.1 999.0 99.0 99.00
2018 02 20 22 50 315  8.3 10.2  2.30 17.39  6.72 308 1022.8   9.0  12.1 999.0 99.0 99.00
2018 02 20 23 50 322  8.9 11.7  2.19 10.00  6.27 312 1022.7   8.7  12.1 999.0 99.0 99.00
2018 02 21 00 50 330  8.6 10.2  2.28  9.09  6.45 309 1022.6   9.0  12.1 999.0 99.0 99.00
2018 02 21 01 50 325  7.9  9.6  2.30 17.39  6.43 317 1022.7   9.3  12.0 999.0 99.0 99.00
2018 02 21 02 50 326  8.1  9.4  2.36 17.39  6.71 311 1022.9   9.6  12.0 999.0 99.0 99.00
2018 02 21 03 50 318  7.7  9.1  1.92 11.43  6.12 320 1022.9   9.6  12.0 999.0 99.0 99.00
2018 02 21 04 50 331  6.3  8.1  1.97 17.39  6.62 301 1023.1   9.6  12.0 999.0 99.0 99.00
2018 02 21 05 50 333  5.3  6.3  1.81 10.81  6.14 319 1023.1   9.6  12.0 999.0 99.0 99.00
2018 02 21 06 50 339  4.3  5.3  1.74 10.81  6.43 319 1022.9   9.8  12.0 999.0 99.0 99.00
2018 02 21 07 50 336  3.6  4.8  1.85 16.00  6.82 295 1022.5   9.8  12.0 999.0 99.0 99.00
2018 02 21 08 50  82  2.6  3.5  1.86 17.39  7.26 308 1022.1   9.4  12.0 999.0 99.0 99.00
2018 02 21 09 50  98  2.3  3.6  1.77 16.00  7.56 310 1021.8   9.2  12.0 999.0 99.0 99.00
2018 02 21 10 50  93  2.8  3.9  1.67 16.00  7.55 308 1021.3   9.1  11.9 999.0 99.0 99.00
2018 02 21 11 50  92  2.8  4.0  1.71 16.00  7.97 306 1020.9   8.9  11.9 999.0 99.0 99.00
2018 02 21 12 50  92  4.5  6.3  1.65 16.00  7.38 300 1021.3   8.5  11.9 999.0 99.0 99.00
2018 02 21 13 50  91  6.3  7.7  1.51 16.00  6.87 306 1021.5   8.5  11.9 999.0 99.0 99.00
2018 02 21 14 50  99  4.9  6.2  1.66 16.00  7.43 304 1021.9   8.4  11.9 999.0 99.0 99.00
2018 02 21 15 50  96  5.2  6.2  1.27 16.00  6.08 310 1021.9   8.7  11.9 999.0 99.0 99.00
2018 02 21 16 50  94  5.2  6.2  1.81 16.00  8.18 301 1022.3   9.1  11.9 999.0 99.0 99.00
2018 02 21 17 50  99  4.1  5.2  1.40 16.00  7.01 306 1022.5   9.1  12.0 999.0 99.0 99.00
2018 02 21 18 50 106  3.1  4.2  1.98 14.81  8.92 305 1022.8   9.6  12.0 999.0 99.0 99.00
2018 02 21 19 50 111  2.1  3.1  1.56 14.81  8.02 306 1022.8   9.7  12.2 999.0 99.0 99.00
2018 02 21 20 50 198  0.1  0.7  1.43 14.81  7.91 294 1022.4  11.0  12.4 999.0 99.0 99.00
2018 02 21 21 50 255  1.0  1.3  1.39 14.81  8.47 288 1021.8  10.9  13.0 999.0 99.0 99.00
2018 02 21 22 50 309  3.6  5.1  1.54 14.81  9.28 296 1021.9  10.6  13.0 999.0 99.0 99.00
2018 02 21 23 50 324  3.9  5.2  1.20 14.81  8.40 305 1021.6  10.7  12.6 999.0 99.0 99.00
2018 02 22 00 50 325  4.2  5.3  1.54 14.81  9.63 300 1021.5  10.9  12.4 999.0 99.0 99.00
2018 02 22 01 50 306  5.3  6.4  1.39 14.81  8.41 298 1021.6  10.6  12.5 999.0 99.0 99.00
2018 02 22 02 50 309  5.6  6.8  1.37 14.81  7.46 299 1021.9  10.5  12.4 999.0 99.0 99.00
2018 02 22 03 50 330  7.9  9.6  1.54 14.81  7.01 292 1022.1  10.6  12.2 999.0 99.0 99.00
2018 02 22 04 50 340  7.2  8.2  1.77 14.81  7.01 303 1022.5  10.4  12.2 999.0 99.0 99.00
2018 02 22 05 50 336  7.5  8.8  1.96 14.81  7.17 310 1022.5  10.4  12.1 999.0 99.0 99.00
2018 02 22 06 50 333  8.2 10.3  1.77 13.79  6.35 312 1022.8  10.2  12.0 999.0 99.0 99.00
2018 02 22 07 50 332  7.7  9.3  1.88 14.81  6.60 300 1023.0  10.4  12.0 999.0 99.0 99.00
2018 02 22 08 50 338  7.2  8.7  1.90 13.79  6.27 313 1022.9  10.3  12.0 999.0 99.0 99.00
2018 02 22 09 50 334  6.3  7.7  1.91 13.79  6.64 291 1023.0  10.2  12.0 999.0 99.0 99.00
2018 02 22 10 50 348  5.8  7.1  2.00 13.79  7.10 299 1022.7  10.3  12.0 999.0 99.0 99.00
2018 02 22 11 50 340  6.2  8.3  2.01 13.79  6.77 300 1022.8   9.6  11.9 999.0 99.0 99.00
2018 02 22 12 50 315  6.4  8.0  1.99 13.79  6.40 305 1022.9   9.4  11.9 999.0 99.0 99.00
2018 02 22 13 50 321 10.2 11.9  2.06 13.79  6.25 290 1023.0  10.0  11.9 999.0 99.0 99.00
2018 02 22 14 50 327  8.6 10.4  2.31  9.09  6.15 304 1023.5   9.7  11.9 999.0 99.0 99.00
2018 02 22 15 50 304  9.5 11.8  2.18 13.79  5.96 307 1024.1   9.7  11.9 999.0 99.0 99.00
2018 02 22 16 50 321 10.8 13.1  2.52  9.09  5.86 308 1024.7   9.6  11.9 999.0 99.0 99.00
2018 02 22 17 50 330 10.8 14.1  2.71  6.25  6.07 315 1025.1   9.8  11.9 999.0 99.0 99.00
2018 02 22 18 50 334 10.1 12.7  2.94  9.09  6.35 316 1025.6   9.7  12.0 999.0 99.0 99.00
2018 02 22 19 50 320  7.5  9.6  2.84  8.33  6.47 314 1025.8   9.9  12.0 999.0 99.0 99.00
2018 02 22 20 50 316  6.3  8.0  2.75  8.33  6.53 315 1025.1  10.1  12.0 999.0 99.0 99.00
2018 02 22 21 50 301  7.8  9.5  2.39  9.09  6.59 306 1024.4  10.1  12.0 999.0 99.0 99.00
2018 02 22 22 50 305  7.6  9.8  2.39  9.09  6.60 305 1024.0   9.9  12.0 999.0 99.0 99.00
2018 02 22 23 50 298  8.1  9.8  2.37  9.09  6.46 298 1023.0  10.7  12.1 999.0 99.0 99.00
2018 02 23 00 50 318 10.9 14.0  2.23  9.09  6.01 301 1022.9   9.2  12.0 999.0 99.0 99.00
2018 02 23 01 50 311 11.3 13.5  2.40  6.25  5.81 307 1022.8   9.0  12.0 999.0 99.0 99.00
2018 02 23 02 50 313 13.0 15.4  2.79  8.33  6.07 305 1022.7  10.0  12.0 999.0 99.0 99.00
2018 02 23 03 50 319 13.6 16.3  2.93  8.33  6.03 306 1022.7  10.0  11.9 999.0 99.0 99.00
2018 02 23 04 50 313 13.9 16.7  3.34  8.33  6.26 312 1023.2   9.8  11.9 999.0 99.0 99.00
2018 02 23 05 50 319 13.8 16.3  3.73  8.33  6.67 314 1023.7   9.6  11.9 999.0 99.0 99.00
2018 02 23 06 50 321 13.5 16.4  3.73  9.09  6.76 316 1024.0   9.6  11.8 999.0 99.0 99.00
2018 02 23 07 50 325 12.7 15.8  3.83  8.33  6.76 317 1024.3   9.5  11.8 999.0 99.0 99.00
2018 02 23 08 50 330 13.1 15.9  3.85  9.09  6.80 313 1024.5   9.2  11.8 999.0 99.0 99.00
2018 02 23 09 50 329 12.7 15.1  3.89 10.00  6.88 313 1024.4   9.1  11.8 999.0 99.0 99.00
2018 02 23 10 50 335 13.4 16.2  3.81 10.00  6.79 316 1023.9   8.9  11.7 999.0 99.0 99.00
2018 02 23 11 50 329 13.1 15.6  3.82 10.00  6.95 318 1024.3   8.6  11.7 999.0 99.0 99.00
2018 02 23 12 50 335 13.6 17.0  4.01 10.00  6.91 322 1024.6   8.4  11.7 999.0 99.0 99.00
2018 02 23 13 50 338 11.7 14.3  3.71 10.00  6.90 323 1025.1   8.1  11.7 999.0 99.0 99.00
2018 02 23 14 50 348  8.5 10.2  3.87  7.69  7.17 326 1026.2   7.9  11.7 999.0 99.0 99.00
2018 02 23 15 50 360  7.2  8.7  3.53 10.00  7.59 324 1027.2   7.8  11.7 999.0 99.0 99.00
2018 02 23 16 50 357  7.9  9.8  3.53 11.43  7.64 316 1027.9   7.9  11.7 999.0 99.0 99.00
2018 02 23 17 50 347  8.5 10.1  3.45 10.81  7.58 325 1028.6   7.9  11.7 999.0 99.0 99.00
2018 02 23 18 50 340  7.5  9.3  3.27 10.00  7.71 322 1028.9   8.1  11.7 999.0 99.0 99.00
2018 02 23 19 50 329  7.4  9.1  3.21 10.81  7.51 317 1029.0   8.3  11.7 999.0 99.0 99.00
2018 02 23 20 50 319  7.1  8.8  3.08 16.00  7.71 285 1028.4   8.3  11.7 999.0 99.0 99.00
2018 02 23 21 50 297  7.4  8.9  2.79 17.39  7.29 280 1027.8   8.7  11.8 999.0 99.0 99.00
2018 02 23 22 50 308  8.6 10.5  2.60 10.81  7.00 309 1027.3   9.0  11.8 999.0 99.0 99.00
2018 02 23 23 50 315  9.8 11.4  2.85 16.00  7.15 293 1027.3   9.3  11.8 999.0 99.0 99.00
2018 02 24 00 50 322 10.8 12.5  2.87 10.00  7.09 307 1027.3   9.5  11.7 999.0 99.0 99.00
2018 02 24 01 50 329 10.3 12.1  2.50 10.00  6.25 306 1027.7   9.6  11.7 999.0 99.0 99.00
2018 02 24 02 50 332  9.9 12.0  2.47  9.09  6.27 318 1028.2   9.5  11.7 999.0 99.0 99.00
2018 02 24 03 50 328  8.4 10.0  2.62 16.00  6.57 293 1029.0   9.6  11.7 999.0 99.0 99.00
2018 02 24 04 50 342  7.0  8.2  2.61 16.00  6.62 309 1029.2   9.6  11.7 999.0 99.0 99.00
2018 02 24 05 50 339  6.7  7.8  2.51 16.00  6.94 297 1029.2   9.6  11.6 999.0 99.0 99.00
2018 02 24 06 50 330  7.7  9.0  2.33 16.00  6.91 298 1029.3   9.7  11.6 999.0 99.0 99.00
2018 02 24 07 50 333  7.4  8.7  2.27 16.00  6.55 288 1029.4   9.7  11.6 999.0 99.0 99.00
2018 02 24 08 50 338  6.6  7.7  2.30 16.00  6.91 307 1029.6   9.8  11.6 999.0 99.0 99.00
2018 02 24 09 50 344  4.8  5.9  2.48  8.33  7.35 321 1029.5   9.6  11.6 999.0 99.0 99.00
2018 02 24 10 50 342  5.1  6.7  2.51 16.00  7.47 308 1029.4   9.5  11.6 999.0 99.0 99.00
2018 02 24 11 50 354  4.7  6.0  2.49 16.00  7.55 300 1029.3   9.4  11.6 999.0 99.0 99.00
2018 02 24 12 50  57  2.4  3.9  2.41 14.81  7.67 312 1029.6   8.9  11.6 999.0 99.0 99.00
2018 02 24 13 50  33  1.7  2.7  2.62 14.81  7.94 304 1029.8   8.8  11.6 999.0 99.0 99.00
2018 02 24 14 50  12  1.6  2.9  2.28 14.81  7.42 304 1030.1   8.8  11.6 999.0 99.0 99.00
2018 02 24 15 50 340  7.6 10.0  2.33  7.69  7.06 312 1030.1   9.7  11.5 999.0 99.0 99.00
2018 02 24 16 50 336  8.6 10.6  2.37 14.81  6.94 285 1030.4   9.8  11.6 999.0 99.0 99.00
2018 02 24 17 50 343  8.5 10.0  2.42 14.81  6.90 295 1030.7  10.0  11.6 999.0 99.0 99.00
2018 02 24 18 50 337  8.5  9.9  2.50 14.81  6.70 290 1030.7  10.0  11.6 999.0 99.0 99.00
2018 02 24 19 50 345  8.9 10.8  2.48 14.81  6.33 285 1030.4  10.1  11.6 999.0 99.0 99.00
2018 02 24 20 50 332  7.4  9.2  2.28 13.79  6.32 277 1029.6  10.3  11.6 999.0 99.0 99.00
2018 02 24 21 50 323  6.1  7.1  2.19 16.00  6.37 273 1028.9  10.5  11.7 999.0 99.0 99.00
2018 02 24 22 50 322  6.8  8.2  2.22 14.81  6.74 293 1028.4  10.6  11.7 999.0 99.0 99.00
2018 02 24 23 50 324  7.6  9.0  1.93 12.90  6.19 297 1027.7  10.4  11.7 999.0 99.0 99.00
2018 02 25 00 50 323  6.7  8.1  1.85 13.79  6.05 292 1027.4  10.4  11.7 999.0 99.0 99.00
2018 02 25 01 50 315  7.8  9.4  1.75 14.81  6.20 286 1026.9  10.5  11.7 999.0 99.0 99.00
2018 02 25 02 50 316 10.3 12.1  1.73 13.79  6.02 297 1026.5  10.9  11.6 999.0 99.0 99.00
