#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
2018 06 13 12 50 309  7.3  8.8  2.59  9.09  6.67 297 1009.6  12.2  11.6 999.0 99.0 99.00
2018 06 13 13 50 311  7.0  8.3  2.78  9.09  7.00 306 1009.9  12.2  11.6 999.0 99.0 99.00
2018 06 13 14 50 308  6.5  7.7  2.84  9.09  7.06 300 1010.2  12.3  11.6 999.0 99.0 99.00
2018 06 13 15 50 310  6.2  7.3  2.79 10.00  7.10 301 1010.6  12.3  11.7 999.0 99.0 99.00
2018 06 13 16 50 318  6.7  8.2  2.75  8.33  7.06 302 1010.6  12.3  11.7 999.0 99.0 99.00
2018 06 13 17 50 319  6.9  8.4  2.99  9.09  7.21 308 1010.6  12.3  11.7 999.0 99.0 99.00
2018 06 13 18 50 314  6.9  8.5  3.00 10.00  7.24 309 1011.1  12.4  11.8 999.0 99.0 99.00
2018 06 13 19 50 318  7.7  9.6  3.18  9.09  7.34 304 1011.1  12.7  11.8 999.0 99.0 99.00
2018 06 13 20 50 313  8.1  9.7  2.78 10.00  6.76 303 1010.8  12.8  11.8 999.0 99.0 99.00
2018 06 13 21 50 315 10.6 12.9  3.03 10.00  6.90 307 1010.6  13.2  11.9 999.0 99.0 99.00
2018 06 13 22 50 318 11.6 15.1  3.13 10.00  6.62 315 1010.1  12.9  11.9 999.0 99.0 99.00
2018 06 13 23 50 316 11.5 13.9  2.84 10.00  6.27 303 1009.8  12.7  11.9 999.0 99.0 99.00
2018 06 14 00 50 320 10.7 12.2  2.82 10.00  6.29 303 1009.8  12.7  11.9 999.0 99.0 99.00
2018 06 14 01 50 324 10.3 12.5  2.55  9.09  6.04 311 1009.9  12.5  11.8 999.0 99.0 99.00
2018 06 14 02 50 322  9.0 10.7  2.54  9.09  6.12 313 1010.0  12.4  11.8 999.0 99.0 99.00
2018 06 14 03 50 320  8.8 10.6  2.64  9.09  6.34 313 1010.0  12.4  11.8 999.0 99.0 99.00
2018 06 14 04 50 320  9.0 10.8  2.65  8.33  6.39 312 1010.4  12.5  11.8 999.0 99.0 99.00
2018 06 14 05 50 324  8.4 10.0  2.72  9.09  6.39 308 1010.7  12.4  11.8 999.0 99.0 99.00
2018 06 14 06 50 321  7.6  8.9  2.74  9.09  6.52 310 1010.8  12.3  11.8 999.0 99.0 99.00
2018 06 14 07 50 314  5.8  7.1  2.91  8.33  6.75 304 1011.0  12.2  11.8 999.0 99.0 99.00
2018 06 14 08 50 312  6.0  7.5  2.81  8.33  6.93 306 1010.6  12.3  11.8 999.0 99.0 99.00
2018 06 14 09 50 318  6.5  7.8  2.57  8.33  6.56 299 1010.5  12.4  11.8 999.0 99.0 99.00
2018 06 14 10 50 322  7.4  9.3  2.57  7.69  6.48 305 1010.3  12.4  11.7 999.0 99.0 99.00
2018 06 14 11 50 321  7.6  9.7  2.61  9.09  6.40 306 1010.5  12.3  11.5 999.0 99.0 99.00
2018 06 14 12 50 321  7.4  9.8  2.68  9.09  6.83 298 1010.5  12.2  11.1 999.0 99.0 99.00
2018 06 14 13 50 321  8.6 11.1  2.64  9.09  6.73 307 1010.6  12.3  11.1 999.0 99.0 99.00
2018 06 14 14 50 317  7.3  9.3  2.99 10.00  7.09 307 1011.2  12.4  11.5 999.0 99.0 99.00
2018 06 14 15 50 319  7.8  9.4  2.64 10.00  6.69 311 1011.2  12.4  11.5 999.0 99.0 99.00
2018 06 14 16 50 315  7.1  8.9  2.76 10.00  7.03 310 1011.4  12.6  11.5 999.0 99.0 99.00
2018 06 14 17 50 312  5.6  6.9  2.85 10.00  7.19 309 1011.6  12.6  11.5 999.0 99.0 99.00
2018 06 14 18 50 302  5.6  6.9  2.79 10.00  7.19 305 1011.5  12.8  11.3 999.0 99.0 99.00
2018 06 14 19 50 301  4.5  5.6  2.94 10.00  7.54 311 1011.7  12.9  11.4 999.0 99.0 99.00
2018 06 14 20 50 280  3.4  4.2  2.89 10.00  7.20 298 1011.6  12.9  11.5 999.0 99.0 99.00
2018 06 14 21 50 277  3.7  4.7  2.91 10.00  7.59 298 1011.2  12.9  11.8 999.0 99.0 99.00
2018 06 14 22 50 270  3.5  4.3  2.91 10.00  7.65 293 1010.7  13.0  11.9 999.0 99.0 99.00
2018 06 14 23 50 273  5.0  5.9  2.42 10.81  7.17 291 1010.1  13.2  12.0 999.0 99.0 99.00
2018 06 15 00 50 271  4.9  6.1  2.63 10.00  7.58 293 1009.5  13.2  12.5 999.0 99.0 99.00
2018 06 15 01 50 277  5.0  6.0  2.63 10.00  7.50 295 1009.1  13.2  12.5 999.0 99.0 99.00
2018 06 15 02 50 284  4.7  5.7  2.68 10.00  7.82 299 1009.0  13.0  12.5 999.0 99.0 99.00
2018 06 15 03 50 286  4.6  5.6  2.71 10.00  8.04 301 1009.3  12.7  12.4 999.0 99.0 99.00
2018 06 15 04 50 290  5.2  6.1  2.54 10.00  7.49 296 1009.3  12.7  12.4 999.0 99.0 99.00
2018 06 15 05 50 285  4.3  5.5  2.87 10.00  7.90 297 1009.5  12.6  12.3 999.0 99.0 99.00
2018 06 15 06 50 288  4.8  5.8  2.74 10.81  7.48 309 1009.2  12.5  12.2 999.0 99.0 99.00
2018 06 15 07 50 287  4.8  5.8  2.99 10.81  7.65 299 1009.1  12.5  12.1 999.0 99.0 99.00
2018 06 15 08 50 291  5.3  6.4  2.74 10.00  7.54 301 1008.9  12.5  12.1 999.0 99.0 99.00
2018 06 15 09 50 305  4.9  5.9  2.85 10.00  7.77 298 1008.7  12.7  12.3 999.0 99.0 99.00
2018 06 15 10 50 311  5.4  7.0  2.93 10.00  7.95 297 1008.4  12.7  12.9 999.0 99.0 99.00
2018 06 15 11 50 319  5.4  6.5  2.78 10.81  8.01 303 1008.3  12.6  13.3 999.0 99.0 99.00
2018 06 15 12 50 326  5.2  6.2  2.61 10.00  7.67 307 1008.5  12.5  13.6 999.0 99.0 99.00
2018 06 15 13 50 330  4.7  6.1  2.76 10.81  7.97 308 1008.8  12.4  13.6 999.0 99.0 99.00
2018 06 15 14 50 326  4.6  5.9  2.97 10.00  8.20 311 1009.3  12.2  13.6 999.0 99.0 99.00
2018 06 15 15 50 319  4.1  5.1  2.89 10.81  8.09 313 1009.7  12.0  13.6 999.0 99.0 99.00
2018 06 15 16 50 315  5.2  6.5  2.82 10.81  7.76 311 1010.0  11.8  13.6 999.0 99.0 99.00
2018 06 15 17 50 315  4.3  5.2  2.86 10.00  7.97 316 1010.2  11.8  13.5 999.0 99.0 99.00
2018 06 15 18 50 314  3.1  4.2  2.76  9.09  7.66 304 1010.5  11.8  13.4 999.0 99.0 99.00
2018 06 15 19 50 279  1.8  2.5  2.58 10.81  7.39 311 1010.5  11.9  13.4 999.0 99.0 99.00
2018 06 15 20 50 246  2.2  3.0  2.91 10.00  7.64 298 1010.5  12.4  13.5 999.0 99.0 99.00
2018 06 15 21 50 269  3.1  4.2  3.16 10.81  7.93 295 1009.9  13.0  13.8 999.0 99.0 99.00
2018 06 15 22 50 290  5.0  6.0  3.04 10.81  7.92 296 1009.5  13.3  13.8 999.0 99.0 99.00
2018 06 15 23 50 291  5.9  7.1  2.65 10.81  7.48 290 1009.0  13.5  13.8 999.0 99.0 99.00
2018 06 16 00 50 296  7.0  8.5  2.77 10.00  7.61 295 1008.6  13.5  13.8 999.0 99.0 99.00
2018 06 16 01 50 294  7.3  8.6  2.64 10.00  7.26 293 1008.3  13.5  13.8 999.0 99.0 99.00
2018 06 16 02 50 301  7.4  9.9  2.54 10.00  7.00 302 1008.1  13.5  13.8 999.0 99.0 99.00
2018 06 16 03 50 309  7.9  9.6  2.60 10.00  6.90 303 1008.0  13.5  13.8 999.0 99.0 99.00
2018 06 16 04 50 308  6.3  8.0  2.35 10.00  6.71 304 1008.2  13.5  13.7 999.0 99.0 99.00
2018 06 16 05 50 301  5.9  7.1  2.36  9.09  6.85 310 1008.2  13.5  13.7 999.0 99.0 99.00
2018 06 16 06 50 303  5.1  6.1  2.50  9.09  7.11 307 1007.8  13.3  13.7 999.0 99.0 99.00
2018 06 16 07 50 291  5.1  6.7  2.54  9.09  7.17 309 1007.3  13.2  13.7 999.0 99.0 99.00
2018 06 16 08 50 286  5.4  6.9  2.54 10.00  7.15 298 1006.9  13.2  13.7 999.0 99.0 99.00
2018 06 16 09 50 285  4.5  5.9  2.40 10.00  7.02 300 1006.6  13.1  13.7 999.0 99.0 99.00
2018 06 16 10 50 270  3.8  4.7  2.73 10.00  7.48 299 1006.8  12.8  13.7 999.0 99.0 99.00
2018 06 16 11 50 243  2.3  3.3  2.48 10.00  7.37 298 1006.9  12.9  13.7 999.0 99.0 99.00
2018 06 16 12 50 233  2.4  3.5  2.59 10.00  7.59 305 1007.0  12.9  13.6 999.0 99.0 99.00
2018 06 16 13 50 217  2.0  2.9  2.75 10.81  7.66 303 1007.1  12.7  13.6 999.0 99.0 99.00
2018 06 16 14 50 200  3.3  4.1  2.59  9.09  7.75 307 1007.4  12.8  13.7 999.0 99.0 99.00
2018 06 16 15 50 196  2.5  3.6  2.60 10.00  7.71 310 1007.7  12.6  13.7 999.0 99.0 99.00
2018 06 16 16 50 173  3.4  4.3  2.47 10.81  7.57 309 1007.9  12.6  13.7 999.0 99.0 99.00
2018 06 16 17 50 178  4.0  4.9  2.27 10.81  7.21 299 1008.2  12.8  13.8 999.0 99.0 99.00
2018 06 16 18 50 174  5.1  6.2  2.50 10.00  7.36 307 1008.2  13.0  13.8 999.0 99.0 99.00
2018 06 16 19 50 158  8.3 10.2  2.62 10.00  6.79 303 1008.1  12.4  13.8 999.0 99.0 99.00
2018 06 16 20 50 164  8.7 10.1  2.63 10.00  6.88 301 1008.2  12.6  13.8 999.0 99.0 99.00
2018 06 16 21 50 167  7.5  8.9  2.54 10.00  6.64 301 1008.2  12.9  13.7 999.0 99.0 99.00
2018 06 16 22 50 181  6.2  7.4  2.53 10.00  6.66 297 1008.2  13.1  13.6 999.0 99.0 99.00
2018 06 16 23 50 200  5.5  6.4  2.13  9.09  6.45 291 1008.1  13.4  13.6 999.0 99.0 99.00
2018 06 17 00 50 225  5.6  6.4  2.57 10.81  7.10 292 1008.2  12.9  13.7 999.0 99.0 99.00
2018 06 17 01 50 230  4.9  5.7  2.63 10.81  7.33 299 1008.4  12.9  13.8 999.0 99.0 99.00
2018 06 17 02 50 247  3.7  4.6  2.79 10.81  7.57 302 1008.7  12.6  13.8 999.0 99.0 99.00
2018 06 17 03 50 266  4.4  5.4  2.57  9.09  7.68 299 1008.8  12.7  13.8 999.0 99.0 99.00
2018 06 17 04 50 283  4.8  6.1  2.66 10.00  7.78 306 1009.4  12.9  13.8 999.0 99.0 99.00
2018 06 17 05 50 267  3.3  4.4  2.42 10.00  7.56 309 1009.9  13.0  13.8 999.0 99.0 99.00
2018 06 17 06 50 275  2.6  4.1  2.31 10.00  7.82 314 1009.8  13.5  13.8 999.0 99.0 99.00
2018 06 17 07 50 259  3.8  5.5  2.27 10.81  7.66 304 1010.0  13.7  13.8 999.0 99.0 99.00
2018 06 17 08 50 252  4.3  5.6  2.44 10.00  7.77 302 1010.1  13.5  13.8 999.0 99.0 99.00
2018 06 17 09 50 243  3.8  5.0  2.38 10.00  7.62 301 1010.2  13.3  13.8 999.0 99.0 99.00
2018 06 17 10 50 193  3.0  4.1  2.33  9.09  7.64 306 1010.3  13.0  13.7 999.0 99.0 99.00
2018 06 17 11 50 244  3.8  4.8  2.26 10.00  7.32 301 1010.4  13.3  13.8 999.0 99.0 99.00
2018 06 17 12 50 215  3.0  3.8  2.08 10.00  7.39 291 1010.7  13.2  13.7 999.0 99.0 99.00
2018 06 17 13 50 174  2.1  3.0  2.09 10.00  7.48 305 1011.3  13.2  13.7 999.0 99.0 99.00
2018 06 17 14 50 158  2.7  3.5  2.09 10.00  7.57 310 1012.0  13.1  13.7 999.0 99.0 99.00
2018 06 17 15 50 158  5.9  7.4  2.17 10.00  7.51 312 1012.4  12.8  13.7 999.0 99.0 99.00
2018 06 17 16 50 157  6.4  7.8  2.07 10.00  6.92 302 1012.7  12.8  13.7 999.0 99.0 99.00
2018 06 17 17 50 164  6.4  7.8  1.94 10.00  6.71 308 1013.2  13.3  13.8 999.0 99.0 99.00
2018 06 17 18 50 165  5.8  6.9  2.03 10.00  6.94 301 1013.7  13.5  13.8 999.0 99.0 99.00
2018 06 17 19 50 176  6.1  7.2  1.94 10.00  6.47 304 1013.9  13.9  13.9 999.0 99.0 99.00
2018 06 17 20 50 178  6.2  7.2  2.14 10.00  7.05 292 1014.1  14.1  14.0 999.0 99.0 99.00
2018 06 17 21 50 179  5.1  6.2  2.01 10.00  6.88 300 1014.2  14.1  14.0 999.0 99.0 99.00
2018 06 17 22 50 183  3.9  4.8  1.90  9.09  7.23 303 1014.4  14.2  14.1 999.0 99.0 99.00
2018 06 17 23 50 197  2.7  3.5  1.98 10.00  7.66 305 1014.2  14.3  14.2 999.0 99.0 99.00
2018 06 18 00 50 190  1.9  2.7  1.72 13.79  7.87 218 1014.0  14.4  14.2 999.0 99.0 99.00
2018 06 18 01 50 199  2.9  4.1  1.56  9.09  7.55 306 1014.1  14.2  14.2 999.0 99.0 99.00
2018 06 18 02 50 200  2.9  4.2  1.80 16.00  8.33 216 1014.4  14.1  14.2 999.0 99.0 99.00
2018 06 18 03 50 198  2.7  3.5  1.76 10.00  7.69 310 1015.0  13.9  13.9 999.0 99.0 99.00
2018 06 18 04 50 193  2.7  3.6  1.76 10.00  8.16 314 1015.5  14.2  14.0 999.0 99.0 99.00
2018 06 18 05 50 170  1.5  2.2  1.67 16.00  7.86 206 1016.2  14.2  13.8 999.0 99.0 99.00
2018 06 18 06 50 223  1.4  2.2  1.69 14.81  7.81 223 1016.5  14.2  13.7 999.0 99.0 99.00
2018 06 18 07 50 212  0.7  1.2  1.85 10.00  8.03 312 1016.4  14.2  13.8 999.0 99.0 99.00
2018 06 18 08 50 110  1.8  2.4  1.84 14.81  8.20 216 1016.1  14.1  13.9 999.0 99.0 99.00
2018 06 18 09 50 121  2.9  3.8  1.69 16.00  7.72 212 1016.0  13.9  13.9 999.0 99.0 99.00
2018 06 18 10 50 143  2.2  3.1  1.67 13.79  7.93 266 1015.8  13.7  13.8 999.0 99.0 99.00
2018 06 18 11 50 133  1.2  2.5  1.72 14.81  8.63 223 1016.0  14.1  13.7 999.0 99.0 99.00
2018 06 18 12 50 140  1.0  2.2  1.61 12.90  8.31 276 1016.2  13.9  13.7 999.0 99.0 99.00
2018 06 18 13 50 148  1.0  2.2  1.72 13.79  8.93 275 1016.8  13.9  13.8 999.0 99.0 99.00
2018 06 18 14 50 335  0.3  0.8  1.65 16.00  8.57 212 1017.6  14.0  13.8 999.0 99.0 99.00
2018 06 18 15 50  20  0.7  1.2  1.74 12.90  8.81 254 1017.8  14.1  13.8 999.0 99.0 99.00
2018 06 18 16 50 257  1.7  2.7  1.80 13.79  8.75 254 1018.1  14.0  13.9 999.0 99.0 99.00
2018 06 18 17 50 284  2.0  2.6  1.80 16.00  9.15 224 1018.3  14.1  14.0 999.0 99.0 99.00
2018 06 18 18 50 264  3.8  4.5  1.78 12.90  8.93 254 1018.3  14.3  14.0 999.0 99.0 99.00
2018 06 18 19 50 257  4.5  5.4  1.72 16.00  9.03 239 1018.2  14.1  14.1 999.0 99.0 99.00
2018 06 18 20 50 268  3.8  5.2  1.64 14.81  8.71 235 1017.9  14.0  14.3 999.0 99.0 99.00
2018 06 18 21 50 295  4.8  6.1  1.67 13.79  8.82 254 1017.9  13.9  14.5 999.0 99.0 99.00
2018 06 18 22 50 298  5.8  7.5  1.65 14.81  8.55 255 1017.3  13.8  14.3 999.0 99.0 99.00
2018 06 18 23 50 307  6.4  7.8  1.57 14.81  7.99 262 1016.8  13.7  14.3 999.0 99.0 99.00
2018 06 19 00 50 301  6.6  7.9  1.58 14.81  7.66 247 1016.6  13.5  14.4 999.0 99.0 99.00
2018 06 19 01 50 312  7.3  8.5  1.56 13.79  7.08 275 1016.4  13.2  14.3 999.0 99.0 99.00
2018 06 19 02 50 317  6.5  8.2  1.70 14.81  7.03 258 1016.7  13.1  14.2 999.0 99.0 99.00
2018 06 19 03 50 319  6.7  8.1  1.73 14.81  7.05 235 1016.7  13.0  14.1 999.0 99.0 99.00
2018 06 19 04 50 329  5.8  7.6  1.64 14.81  7.13 266 1017.0  12.6  14.0 999.0 99.0 99.00
2018 06 19 05 50 291  4.9  6.3  1.76 14.81  7.55 242 1017.5  12.3  13.8 999.0 99.0 99.00
2018 06 19 06 50 334  5.3  6.9  1.90 12.90  8.55 275 1017.3  12.1  13.5 999.0 99.0 99.00
2018 06 19 07 50 324  5.2  6.5  1.72 13.79  7.77 271 1017.1  11.7  13.6 999.0 99.0 99.00
2018 06 19 08 50 326  5.0  6.6  1.75 14.81  7.99 240 1016.8  11.8  13.5 999.0 99.0 99.00
2018 06 19 09 50 339  5.4  7.0  1.86 12.90  8.22 284 1016.6  11.6  13.6 999.0 99.0 99.00
2018 06 19 10 50 349  5.6  7.1  1.87 12.90  8.01 286 1016.1  11.5  13.5 999.0 99.0 99.00
2018 06 19 11 50 346  6.2  7.8  1.85 12.90  8.13 286 1016.1  11.7  13.5 999.0 99.0 99.00
2018 06 19 12 50 338  6.6  8.0  1.98 12.90  8.41 281 1016.4  11.5  13.4 999.0 99.0 99.00
2018 06 19 13 50 346  6.0  7.5  1.66 12.90  7.54 277 1016.9  11.7  13.4 999.0 99.0 99.00
2018 06 19 14 50 319  6.2  7.7  1.81 12.12  7.81 282 1017.5  11.8  13.4 999.0 99.0 99.00
2018 06 19 15 50 331  6.8  8.1  1.49 13.79  6.53 238 1017.8  12.1  13.4 999.0 99.0 99.00
2018 06 19 16 50 339  7.2  8.7  1.88 12.12  7.60 283 1017.5  12.2  13.4 999.0 99.0 99.00
2018 06 19 17 50 333  6.8  8.5  1.70 13.79  6.99 265 1017.7  12.2  13.5 999.0 99.0 99.00
2018 06 19 18 50 321  8.0  9.2  1.67 12.90  6.64 272 1017.6  12.6  13.6 999.0 99.0 99.00
2018 06 19 19 50 319  9.1 11.1  1.59 10.81  5.77 282 1017.2  12.8  13.8 999.0 99.0 99.00
2018 06 19 20 50 318  9.6 11.7  1.63 12.90  5.88 281 1016.9  12.9  13.8 999.0 99.0 99.00
2018 06 19 21 50 316  9.8 11.6  1.89 14.81  6.12 241 1016.2  13.0  13.8 999.0 99.0 99.00
2018 06 19 22 50 312 11.1 12.9  1.90 13.79  5.88 254 1016.1  13.1  13.7 999.0 99.0 99.00
2018 06 19 23 50 314 10.6 12.6  1.86 12.12  5.51 289 1015.8  13.1  13.7 999.0 99.0 99.00
2018 06 20 00 50 314 10.6 12.3  1.86 12.12  5.53 292 1015.7  12.9  13.6 999.0 99.0 99.00
2018 06 20 01 50 319 11.3 13.7  1.88 10.81  5.24 298 1015.7  12.6  13.6 999.0 99.0 99.00
2018 06 20 02 50 318 10.3 12.6  1.77 12.12  4.95 307 1016.0  12.5  13.5 999.0 99.0 99.00
2018 06 20 03 50 321 10.0 11.7  1.73 11.43  5.02 304 1016.0  12.4  13.5 999.0 99.0 99.00
2018 06 20 04 50 330 10.2 12.2  1.68 13.79  5.05 235 1016.2  12.2  13.5 999.0 99.0 99.00
2018 06 20 05 50 331  9.0 10.9  1.75 11.43  5.47 292 1016.5  12.0  13.5 999.0 99.0 99.00
2018 06 20 06 50 323  9.4 11.2  1.65 11.43  5.36 305 1016.1  11.8  13.6 999.0 99.0 99.00
2018 06 20 07 50 328  8.6 10.1  1.68 11.43  5.36 291 1016.0  11.7  13.5 999.0 99.0 99.00
2018 06 20 08 50 320  8.7 10.2  1.60 13.79  5.41 239 1015.8  11.7  13.4 999.0 99.0 99.00
2018 06 20 09 50 319  9.0 10.9  1.68 11.43  5.74 293 1015.8  11.5  13.5 999.0 99.0 99.00
2018 06 20 10 50 331  9.0 11.4  1.61 10.81  5.47 296 1015.6  11.6  13.3 999.0 99.0 99.00
2018 06 20 11 50 337  9.3 10.9  1.67 11.43  5.38 291 1015.6  11.6  13.2 999.0 99.0 99.00
2018 06 20 12 50 333  9.2 11.6  1.70 10.81  5.26 297 1015.5  11.5  13.2 999.0 99.0 99.00
2018 06 20 13 50 345  9.0 10.7  1.64 10.81  5.31 310 1015.9  11.4  13.1 999.0 99.0 99.00
2018 06 20 14 50 327  9.1 11.1  1.47 10.81  5.15 298 1016.2  11.6  13.1 999.0 99.0 99.00
2018 06 20 15 50 325  8.7 11.3  1.64 10.81  5.39 296 1016.6  11.6  13.1 999.0 99.0 99.00
2018 06 20 16 50 327  9.0 10.9  1.57 12.90  5.07 281 1016.9  11.8  13.1 999.0 99.0 99.00
2018 06 20 17 50 327  9.3 11.3  1.57 12.90  5.23 261 1016.6  12.2  13.1 999.0 99.0 99.00
2018 06 20 18 50 317  9.9 11.6  1.62 12.90  5.11 266 1016.6  12.2  13.2 999.0 99.0 99.00
2018 06 20 19 50 319 10.6 12.9  1.56 13.79  4.99 262 1016.7  12.4  13.3 999.0 99.0 99.00
2018 06 20 20 50 324 11.2 13.3  1.55 10.81  4.67 306 1016.3  12.6  13.4 999.0 99.0 99.00
2018 06 20 21 50 318 12.1 14.5  1.67 12.90  4.65 234 1016.1  12.9  13.4 999.0 99.0 99.00
2018 06 20 22 50 321 12.7 15.3  1.67  5.26  4.42 323 1015.6  13.0  13.5 999.0 99.0 99.00
2018 06 20 23 50 322 13.2 15.1  1.87  5.26  4.70 320 1015.1  13.1  13.5 999.0 99.0 99.00
2018 06 21 00 50 322 12.5 14.8  1.80  4.76  4.62 333 1014.9  13.0  13.5 999.0 99.0 99.00
2018 06 21 01 50 320 13.3 15.3  1.91  5.26  4.77 318 1014.8  12.7  13.4 999.0 99.0 99.00
2018 06 21 02 50 326 12.9 14.8  1.85  5.56  4.66 317 1015.1  12.7  13.3 999.0 99.0 99.00
2018 06 21 03 50 332 11.1 13.5  2.04  5.26  4.78 328 1015.4  12.5  13.3 999.0 99.0 99.00
2018 06 21 04 50 330 11.8 13.9  1.84  5.88  4.78 318 1015.5  12.3  13.1 999.0 99.0 99.00
2018 06 21 05 50 332 11.4 13.2  1.78 12.90  5.00 240 1015.8  12.2  12.8 999.0 99.0 99.00
2018 06 21 06 50 336 11.0 13.2  1.71  5.56  4.73 325 1015.8  12.1  12.5 999.0 99.0 99.00
2018 06 21 07 50 334 10.0 12.1  1.66 12.90  4.89 253 1015.9  12.0  12.2 999.0 99.0 99.00
2018 06 21 08 50 330 10.0 11.7  1.69  6.25  4.83 321 1015.8  11.9  12.0 999.0 99.0 99.00
2018 06 21 09 50 329  9.7 11.3  1.80  5.56  5.05 325 1015.5  11.8  11.8 999.0 99.0 99.00
2018 06 21 10 50 336  9.8 11.7  1.65  5.88  4.86 322 1015.4  11.8  11.6 999.0 99.0 99.00
2018 06 21 11 50 342  9.5 11.2  1.74  5.88  5.26 320 1015.6  11.8  11.5 999.0 99.0 99.00
2018 06 21 12 50 340  9.3 10.9  1.87  6.67  5.29 325 1015.9  11.7  11.4 999.0 99.0 99.00
2018 06 21 13 50 333  8.5 10.3  1.77  6.67  5.24 322 1016.3  11.7  11.8 999.0 99.0 99.00
2018 06 21 14 50 336  8.8 10.8  1.78  6.67  5.23 323 1016.5  11.9  11.8 999.0 99.0 99.00
2018 06 21 15 50 330  9.2 10.7  1.81  6.67  5.25 327 1016.7  12.0  11.8 999.0 99.0 99.00
2018 06 21 16 50 324  9.0 11.1  1.79  6.67  5.29 318 1016.7  12.1  11.7 999.0 99.0 99.00
2018 06 21 17 50 319  9.3 10.7  1.68  6.67  5.38 320 1016.7  12.2  11.7 999.0 99.0 99.00
2018 06 21 18 50 323  9.5 11.4  1.60  6.67  4.99 320 1016.9  12.3  11.8 999.0 99.0 99.00
2018 06 21 19 50 316 10.3 12.1  1.73  6.25  5.14 314 1016.6  12.4  11.8 999.0 99.0 99.00
2018 06 21 20 50 316 10.1 12.5  1.70  6.67  4.79 317 1016.2  12.7  11.9 999.0 99.0 99.00
2018 06 21 21 50 313 10.2 12.2  1.72  7.14  5.00 323 1015.8  13.0  11.9 999.0 99.0 99.00
2018 06 21 22 50 312  9.9 11.8  1.59  7.14  4.96 316 1015.2  13.0  12.0 999.0 99.0 99.00
2018 06 21 23 50 310 11.2 13.3  1.67  6.67  4.80 316 1014.5  13.1  11.9 999.0 99.0 99.00
2018 06 22 00 50 314 11.2 13.5  1.77 10.00  4.70 294 1014.2  13.2  11.8 999.0 99.0 99.00
2018 06 22 01 50 318 11.7 13.7  1.91  5.00  4.90 311 1014.1  13.3  11.9 999.0 99.0 99.00
2018 06 22 02 50 318 11.2 13.2  1.90  5.88  4.95 314 1014.0  13.1  11.9 999.0 99.0 99.00
2018 06 22 03 50 322 10.5 12.3  1.90  4.76  4.99 310 1014.2  12.8  11.8 999.0 99.0 99.00
2018 06 22 04 50 317  9.0 10.3  1.85  6.67  5.01 322 1014.7  12.8  11.7 999.0 99.0 99.00
2018 06 22 05 50 312  9.6 11.6  1.75  7.69  5.08 309 1015.1  12.8  11.7 999.0 99.0 99.00
2018 06 22 06 50 323  9.9 12.4  1.90  7.14  5.19 327 1014.9  13.0  11.7 999.0 99.0 99.00
2018 06 22 07 50 326 10.4 12.4  2.01  7.69  5.35 324 1014.5  13.0  11.7 999.0 99.0 99.00
2018 06 22 08 50 335 10.0 12.1  2.03  8.33  5.54 326 1014.4  12.8  11.6 999.0 99.0 99.00
2018 06 22 09 50 331  8.8 11.2  1.94  7.69  5.41 335 1014.4  12.8  11.6 999.0 99.0 99.00
2018 06 22 10 50 332  8.7 10.7  1.93  7.69  5.49 334 1014.2  12.6  11.6 999.0 99.0 99.00
2018 06 22 11 50 331  8.0  9.8  1.82  8.33  5.60 321 1014.2  12.6  11.6 999.0 99.0 99.00
2018 06 22 12 50 329  6.8  8.1  1.68  7.14  5.42 315 1014.3  12.5  11.6 999.0 99.0 99.00
2018 06 22 13 50 334  7.8  9.2  1.68 10.00  5.57 306 1014.5  12.5  11.5 999.0 99.0 99.00
2018 06 22 14 50 330  8.6 10.2  1.80  9.09  5.82 317 1014.7  12.6  11.5 999.0 99.0 99.00
2018 06 22 15 50 333  7.8  9.3  1.75  9.09  5.59 315 1014.9  12.7  11.6 999.0 99.0 99.00
2018 06 22 16 50 325  9.2 10.7  1.98  9.09  6.21 321 1014.6  12.8  11.6 999.0 99.0 99.00
2018 06 22 17 50 316  8.1  9.8  1.98  8.33  5.83 312 1014.4  12.9  11.6 999.0 99.0 99.00
2018 06 22 18 50 311  8.2  9.3  2.00 10.00  5.90 317 1014.2  13.0  11.7 999.0 99.0 99.00
2018 06 22 19 50 313  8.5 10.2  1.97  9.09  5.89 315 1013.6  13.1  11.7 999.0 99.0 99.00
2018 06 22 20 50 317  9.3 10.8  2.07  9.09  5.76 320 1013.0  13.2  11.7 999.0 99.0 99.00
2018 06 22 21 50 316 10.1 12.0  2.02  9.09  5.61 314 1012.4  13.4  11.9 999.0 99.0 99.00
2018 06 22 22 50 315  9.7 11.6  2.23  9.09  5.63 323 1011.8  13.5  11.9 999.0 99.0 99.00
2018 06 22 23 50 318 10.4 12.4  2.06  9.09  5.26 323 1011.1  13.7  12.0 999.0 99.0 99.00
2018 06 23 00 50 322 10.0 12.6  2.23  9.09  5.58 322 1010.7  13.8  11.9 999.0 99.0 99.00
2018 06 23 01 50 316 12.5 14.7  2.19  9.09  5.34 324 1009.7  13.8  11.9 999.0 99.0 99.00
2018 06 23 02 50 317 10.8 12.9  2.28  8.33  5.48 331 1009.8  13.7  11.8 999.0 99.0 99.00
2018 06 23 03 50 309 10.7 12.5  2.09  9.09  5.53 323 1009.6  13.6  11.9 999.0 99.0 99.00
